date,time,away_team,home_team,away_odds,home_odds,away_score,home_score
10 Jul 2025,,Miami Marlins,Cincinnati Reds,+140,-169,0,6
10 Jul 2025,,New York Mets,Baltimore Orioles,-125,+104,3,7
10 Jul 2025,,Chicago Cubs,Minnesota Twins,-125,+104,8,1
10 Jul 2025,,New York Mets,Baltimore Orioles,-139,+114,1,3
09 Jul 2025,,Atlanta Braves,Athletics,-125,+104,9,2
09 Jul 2025,,Arizona Diamondbacks,San Diego Padres,+135,-161,8,2
09 Jul 2025,,Texas Rangers,Los Angeles Angels,-120,+100,8,11
09 Jul 2025,,Cleveland Guardians,Houston Astros,+140,-167,4,2
09 Jul 2025,,Washington Nationals,St.Louis Cardinals,+118,-139,8,2
09 Jul 2025,,Chicago Cubs,Minnesota Twins,-105,-115,2,4
09 Jul 2025,,Pittsburgh Pirates,Kansas City Royals,+154,-189,3,4
09 Jul 2025,,Colorado Rockies,Boston Red Sox,+270,-333,2,10
09 Jul 2025,,Miami Marlins,Cincinnati Reds,+120,-143,2,7
09 Jul 2025,,Seattle Mariners,New York Yankees,+129,-154,6,9
09 Jul 2025,,Tampa Bay Rays,Detroit Tigers,+125,-149,7,3
09 Jul 2025,,Philadelphia Phillies,San Francisco Giants,-130,+110,13,0
09 Jul 2025,,Toronto Blue Jays,Chicago White Sox,-139,+114,1,2
09 Jul 2025,,Los Angeles Dodgers,Milwaukee Brewers,-149,+125,2,3
08 Jul 2025,,Atlanta Braves,Athletics,-110,-110,1,10
08 Jul 2025,,Philadelphia Phillies,San Francisco Giants,+135,-161,3,4
08 Jul 2025,,Arizona Diamondbacks,San Diego Padres,+114,-137,0,1
08 Jul 2025,,Texas Rangers,Los Angeles Angels,-105,-115,13,1
08 Jul 2025,,Cleveland Guardians,Houston Astros,+170,-208,10,6
08 Jul 2025,,Washington Nationals,St.Louis Cardinals,+200,-250,2,4
08 Jul 2025,,Chicago Cubs,Minnesota Twins,-139,+114,1,8
08 Jul 2025,,Toronto Blue Jays,Chicago White Sox,-189,+154,6,1
08 Jul 2025,,Pittsburgh Pirates,Kansas City Royals,+114,-139,3,4
08 Jul 2025,,Los Angeles Dodgers,Milwaukee Brewers,-115,-105,1,3
08 Jul 2025,,Colorado Rockies,Boston Red Sox,+240,-303,2,10
08 Jul 2025,,Miami Marlins,Cincinnati Reds,+104,-125,12,2
08 Jul 2025,,Seattle Mariners,New York Yankees,+104,-125,3,10
08 Jul 2025,,Tampa Bay Rays,Detroit Tigers,+110,-130,2,4
08 Jul 2025,,New York Mets,Baltimore Orioles,-133,+110,7,6
07 Jul 2025,,Philadelphia Phillies,San Francisco Giants,-137,+114,1,3
07 Jul 2025,,Arizona Diamondbacks,San Diego Padres,+100,-120,6,3
07 Jul 2025,,Texas Rangers,Los Angeles Angels,-137,+114,5,6
07 Jul 2025,,Cleveland Guardians,Houston Astros,+114,-137,7,5
07 Jul 2025,,Toronto Blue Jays,Chicago White Sox,-169,+140,8,4
07 Jul 2025,,Pittsburgh Pirates,Kansas City Royals,+125,-149,3,9
07 Jul 2025,,Los Angeles Dodgers,Milwaukee Brewers,-143,+120,1,9
07 Jul 2025,,Colorado Rockies,Boston Red Sox,+200,-250,3,9
07 Jul 2025,,Miami Marlins,Cincinnati Reds,+114,-137,5,1
07 Jul 2025,,Tampa Bay Rays,Detroit Tigers,-115,-105,1,5
06 Jul 2025,,San Francisco Giants,Athletics,+104,-125,6,2
06 Jul 2025,,Texas Rangers,San Diego Padres,+110,-130,1,4
06 Jul 2025,,St.Louis Cardinals,Chicago Cubs,+185,-227,0,11
06 Jul 2025,,Kansas City Royals,Arizona Diamondbacks,+129,-154,4,0
06 Jul 2025,,Houston Astros,Los Angeles Dodgers,+170,-208,5,1
06 Jul 2025,,Pittsburgh Pirates,Seattle Mariners,-105,-115,0,1
06 Jul 2025,,Chicago White Sox,Colorado Rockies,-125,+104,4,6
06 Jul 2025,,Tampa Bay Rays,Minnesota Twins,+110,-130,7,5
06 Jul 2025,,Detroit Tigers,Cleveland Guardians,-227,+185,7,2
06 Jul 2025,,Milwaukee Brewers,Miami Marlins,-105,-115,3,1
06 Jul 2025,,New York Yankees,New York Mets,-182,+154,6,4
06 Jul 2025,,Los Angeles Angels,Toronto Blue Jays,+154,-182,2,3
06 Jul 2025,,Boston Red Sox,Washington Nationals,-250,+200,6,4
06 Jul 2025,,Cincinnati Reds,Philadelphia Phillies,+195,-238,1,3
06 Jul 2025,,Baltimore Orioles,Atlanta Braves,+129,-154,2,1
05 Jul 2025,,Pittsburgh Pirates,Seattle Mariners,+140,-169,0,1
05 Jul 2025,,San Francisco Giants,Athletics,-189,+154,7,2
05 Jul 2025,,Texas Rangers,San Diego Padres,+104,-125,7,4
05 Jul 2025,,Chicago White Sox,Colorado Rockies,+125,-154,10,3
05 Jul 2025,,Detroit Tigers,Cleveland Guardians,-143,+120,1,0
05 Jul 2025,,Houston Astros,Los Angeles Dodgers,+125,-149,6,4
05 Jul 2025,,Baltimore Orioles,Atlanta Braves,+129,-154,9,6
05 Jul 2025,,New York Yankees,New York Mets,-149,+125,6,12
05 Jul 2025,,Kansas City Royals,Arizona Diamondbacks,+114,-137,1,7
05 Jul 2025,,Milwaukee Brewers,Miami Marlins,-139,+114,2,4
05 Jul 2025,,Boston Red Sox,Washington Nationals,-115,-105,10,3
05 Jul 2025,,Cincinnati Reds,Philadelphia Phillies,+165,-200,1,5
05 Jul 2025,,Los Angeles Angels,Toronto Blue Jays,+165,-200,3,4
05 Jul 2025,,St.Louis Cardinals,Chicago Cubs,+140,-167,8,6
05 Jul 2025,,Tampa Bay Rays,Minnesota Twins,-105,-115,5,6
04 Jul 2025,,San Francisco Giants,Athletics,-110,-110,2,11
04 Jul 2025,,Kansas City Royals,Arizona Diamondbacks,-105,-115,9,3
04 Jul 2025,,Houston Astros,Los Angeles Dodgers,+154,-182,18,1
04 Jul 2025,,Chicago White Sox,Colorado Rockies,-125,+104,3,2
04 Jul 2025,,Baltimore Orioles,Atlanta Braves,+154,-182,3,2
04 Jul 2025,,Detroit Tigers,Cleveland Guardians,-125,+104,2,1
04 Jul 2025,,Milwaukee Brewers,Miami Marlins,-139,+114,6,5
04 Jul 2025,,Los Angeles Angels,Toronto Blue Jays,+120,-143,3,4
04 Jul 2025,,Texas Rangers,San Diego Padres,-115,-105,2,3
04 Jul 2025,,Tampa Bay Rays,Minnesota Twins,+100,-120,3,4
04 Jul 2025,,Pittsburgh Pirates,Seattle Mariners,+154,-189,0,6
04 Jul 2025,,New York Yankees,New York Mets,-105,-115,5,6
04 Jul 2025,,St.Louis Cardinals,Chicago Cubs,+120,-143,3,11
04 Jul 2025,,Cincinnati Reds,Philadelphia Phillies,+135,-161,9,6
04 Jul 2025,,Boston Red Sox,Washington Nationals,-115,-105,11,2
03 Jul 2025,,Chicago White Sox,Los Angeles Dodgers,+229,-286,2,6
03 Jul 2025,,Kansas City Royals,Seattle Mariners,+104,-125,3,2
03 Jul 2025,,San Francisco Giants,Arizona Diamondbacks,-125,+104,7,2
03 Jul 2025,,Cleveland Guardians,Chicago Cubs,+118,-139,0,1
03 Jul 2025,,Los Angeles Angels,Atlanta Braves,+129,-154,5,1
03 Jul 2025,,Milwaukee Brewers,New York Mets,+140,-167,2,3
03 Jul 2025,,New York Yankees,Toronto Blue Jays,-135,+114,5,8
03 Jul 2025,,Detroit Tigers,Washington Nationals,-143,+120,7,11
03 Jul 2025,,Houston Astros,Colorado Rockies,-189,+154,6,7
03 Jul 2025,,Minnesota Twins,Miami Marlins,-115,-105,1,4
02 Jul 2025,,Chicago White Sox,Los Angeles Dodgers,+280,-357,4,5
02 Jul 2025,,San Francisco Giants,Arizona Diamondbacks,+125,-149,6,5
02 Jul 2025,,Kansas City Royals,Seattle Mariners,+145,-175,2,3
02 Jul 2025,,Houston Astros,Colorado Rockies,-278,+220,5,3
02 Jul 2025,,Baltimore Orioles,Texas Rangers,+129,-154,0,6
02 Jul 2025,,Cleveland Guardians,Chicago Cubs,+140,-167,4,5
02 Jul 2025,,Los Angeles Angels,Atlanta Braves,+118,-139,3,8
02 Jul 2025,,Cincinnati Reds,Boston Red Sox,+110,-130,8,4
02 Jul 2025,,Milwaukee Brewers,New York Mets,-120,+100,3,7
02 Jul 2025,,New York Yankees,Toronto Blue Jays,-135,+114,9,11
02 Jul 2025,,Detroit Tigers,Washington Nationals,-120,+100,4,9
02 Jul 2025,,Minnesota Twins,Miami Marlins,-120,+100,2,1
02 Jul 2025,,San Diego Padres,Philadelphia Phillies,+129,-154,1,5
02 Jul 2025,,Cincinnati Reds,Boston Red Sox,,,3,5
02 Jul 2025,,Milwaukee Brewers,New York Mets,+110,-130,7,2
02 Jul 2025,,Detroit Tigers,Washington Nationals,,,11,2
02 Jul 2025,,San Diego Padres,Philadelphia Phillies,-115,-105,6,4
02 Jul 2025,,St.Louis Cardinals,Pittsburgh Pirates,-125,+104,0,5
02 Jul 2025,,Athletics,Tampa Bay Rays,+170,-208,5,6
01 Jul 2025,,Chicago White Sox,Los Angeles Dodgers,+295,-385,1,6
01 Jul 2025,,San Francisco Giants,Arizona Diamondbacks,+114,-133,2,8
01 Jul 2025,,Kansas City Royals,Seattle Mariners,+114,-137,6,3
01 Jul 2025,,Houston Astros,Colorado Rockies,-154,+129,6,5
01 Jul 2025,,Baltimore Orioles,Texas Rangers,+154,-189,2,10
01 Jul 2025,,Cleveland Guardians,Chicago Cubs,+170,-208,2,5
01 Jul 2025,,Los Angeles Angels,Atlanta Braves,+170,-208,4,0
01 Jul 2025,,Athletics,Tampa Bay Rays,+145,-175,4,3
01 Jul 2025,,Minnesota Twins,Miami Marlins,-141,+120,0,2
01 Jul 2025,,St.Louis Cardinals,Pittsburgh Pirates,+135,-161,0,1
01 Jul 2025,,New York Yankees,Toronto Blue Jays,-167,+140,5,12
30 Jun 2025,,San Francisco Giants,Arizona Diamondbacks,-149,+125,2,4
30 Jun 2025,,Kansas City Royals,Seattle Mariners,+135,-161,2,6
30 Jun 2025,,Baltimore Orioles,Texas Rangers,-118,-102,10,6
30 Jun 2025,,Athletics,Tampa Bay Rays,+154,-189,6,4
30 Jun 2025,,Cincinnati Reds,Boston Red Sox,+145,-175,6,13
30 Jun 2025,,New York Yankees,Toronto Blue Jays,-141,+120,4,5
30 Jun 2025,,St.Louis Cardinals,Pittsburgh Pirates,-110,-110,0,7
30 Jun 2025,,San Diego Padres,Philadelphia Phillies,+220,-278,0,4
29 Jun 2025,,Minnesota Twins,Detroit Tigers,+240,-303,0,3
29 Jun 2025,,Miami Marlins,Arizona Diamondbacks,+154,-189,6,4
29 Jun 2025,,Washington Nationals,Los Angeles Angels,+110,-130,7,4
29 Jun 2025,,Seattle Mariners,Texas Rangers,-120,+100,6,4
29 Jun 2025,,Chicago Cubs,Houston Astros,+114,-135,0,2
29 Jun 2025,,San Francisco Giants,Chicago White Sox,-161,+135,2,5
29 Jun 2025,,Colorado Rockies,Milwaukee Brewers,+200,-250,4,3
29 Jun 2025,,Los Angeles Dodgers,Kansas City Royals,-130,+110,5,1
29 Jun 2025,,San Diego Padres,Cincinnati Reds,+110,-130,2,3
29 Jun 2025,,Athletics,New York Yankees,+175,-213,5,12
29 Jun 2025,,Philadelphia Phillies,Atlanta Braves,+135,-161,2,1
29 Jun 2025,,Tampa Bay Rays,Baltimore Orioles,-102,-118,1,5
29 Jun 2025,,Toronto Blue Jays,Boston Red Sox,-110,-110,5,3
29 Jun 2025,,New York Mets,Pittsburgh Pirates,-143,+120,1,12
29 Jun 2025,,St.Louis Cardinals,Cleveland Guardians,-118,-102,7,0
28 Jun 2025,,Washington Nationals,Los Angeles Angels,-105,-115,2,8
28 Jun 2025,,Philadelphia Phillies,Atlanta Braves,+140,-169,1,6
28 Jun 2025,,Chicago Cubs,Houston Astros,-102,-118,12,3
28 Jun 2025,,Miami Marlins,Arizona Diamondbacks,+140,-169,8,7
28 Jun 2025,,Toronto Blue Jays,Boston Red Sox,-125,+104,1,15
28 Jun 2025,,San Francisco Giants,Chicago White Sox,-169,+140,0,1
28 Jun 2025,,San Diego Padres,Cincinnati Reds,+129,-154,6,4
28 Jun 2025,,St.Louis Cardinals,Cleveland Guardians,+100,-120,9,6
28 Jun 2025,,Colorado Rockies,Milwaukee Brewers,+240,-303,0,5
28 Jun 2025,,Los Angeles Dodgers,Kansas City Royals,-169,+140,5,9
28 Jun 2025,,Tampa Bay Rays,Baltimore Orioles,-105,-115,11,3
28 Jun 2025,,New York Mets,Pittsburgh Pirates,-149,+125,2,9
28 Jun 2025,,Seattle Mariners,Texas Rangers,-125,+104,2,3
28 Jun 2025,,Minnesota Twins,Detroit Tigers,+135,-161,5,10
28 Jun 2025,,Athletics,New York Yankees,+240,-303,7,0
27 Jun 2025,,Miami Marlins,Arizona Diamondbacks,+145,-175,9,8
27 Jun 2025,,Washington Nationals,Los Angeles Angels,+140,-169,15,9
27 Jun 2025,,Chicago Cubs,Houston Astros,-105,-115,4,7
27 Jun 2025,,Colorado Rockies,Milwaukee Brewers,+170,-208,6,10
27 Jun 2025,,Los Angeles Dodgers,Kansas City Royals,-167,+140,5,4
27 Jun 2025,,Seattle Mariners,Texas Rangers,-118,-102,7,6
27 Jun 2025,,San Francisco Giants,Chicago White Sox,-161,+135,3,1
27 Jun 2025,,Philadelphia Phillies,Atlanta Braves,+145,-175,13,0
27 Jun 2025,,Toronto Blue Jays,Boston Red Sox,+104,-125,9,0
27 Jun 2025,,San Diego Padres,Cincinnati Reds,-130,+110,1,8
27 Jun 2025,,St.Louis Cardinals,Cleveland Guardians,-130,+110,5,0
27 Jun 2025,,Minnesota Twins,Detroit Tigers,+114,-139,4,1
27 Jun 2025,,Athletics,New York Yankees,+220,-278,0,3
27 Jun 2025,,Tampa Bay Rays,Baltimore Orioles,-133,+114,8,22
27 Jun 2025,,New York Mets,Pittsburgh Pirates,-149,+125,1,9
26 Jun 2025,,Atlanta Braves,New York Mets,+100,-120,0,4
26 Jun 2025,,Miami Marlins,San Francisco Giants,+150,-182,12,5
26 Jun 2025,,Los Angeles Dodgers,Colorado Rockies,-294,+229,3,1
26 Jun 2025,,Chicago Cubs,St.Louis Cardinals,-137,+114,3,0
26 Jun 2025,,Philadelphia Phillies,Houston Astros,+125,-149,1,2
26 Jun 2025,,Tampa Bay Rays,Kansas City Royals,-125,+104,4,0
26 Jun 2025,,Athletics,Detroit Tigers,+120,-143,0,8
26 Jun 2025,,Toronto Blue Jays,Cleveland Guardians,+114,-137,6,0
26 Jun 2025,,Seattle Mariners,Minnesota Twins,+110,-130,1,10
25 Jun 2025,,Miami Marlins,San Francisco Giants,+185,-227,8,5
25 Jun 2025,,Los Angeles Dodgers,Colorado Rockies,-333,+260,8,1
25 Jun 2025,,Philadelphia Phillies,Houston Astros,-161,+135,0,2
25 Jun 2025,,Chicago Cubs,St.Louis Cardinals,-149,+125,8,0
25 Jun 2025,,Tampa Bay Rays,Kansas City Royals,-130,+110,3,0
25 Jun 2025,,Seattle Mariners,Minnesota Twins,+100,-120,0,2
25 Jun 2025,,Atlanta Braves,New York Mets,+120,-141,3,7
25 Jun 2025,,New York Yankees,Cincinnati Reds,-208,+170,7,1
25 Jun 2025,,Athletics,Detroit Tigers,+154,-189,3,0
25 Jun 2025,,Toronto Blue Jays,Cleveland Guardians,+100,-120,4,5
25 Jun 2025,,Texas Rangers,Baltimore Orioles,-149,+125,7,0
25 Jun 2025,,Washington Nationals,San Diego Padres,+120,-141,0,1
25 Jun 2025,,Boston Red Sox,Los Angeles Angels,+110,-130,2,5
25 Jun 2025,,Arizona Diamondbacks,Chicago White Sox,-149,+125,3,7
25 Jun 2025,,Pittsburgh Pirates,Milwaukee Brewers,-110,-110,2,4
24 Jun 2025,,Miami Marlins,San Francisco Giants,+150,-182,4,2
24 Jun 2025,,Washington Nationals,San Diego Padres,+135,-167,3,4
24 Jun 2025,,Boston Red Sox,Los Angeles Angels,-169,+140,2,3
24 Jun 2025,,Los Angeles Dodgers,Colorado Rockies,-250,+200,9,7
24 Jun 2025,,Philadelphia Phillies,Houston Astros,+129,-154,0,1
24 Jun 2025,,Chicago Cubs,St.Louis Cardinals,-115,-105,7,8
24 Jun 2025,,Arizona Diamondbacks,Chicago White Sox,-120,+100,4,1
24 Jun 2025,,Tampa Bay Rays,Kansas City Royals,+120,-143,5,1
24 Jun 2025,,Pittsburgh Pirates,Milwaukee Brewers,+170,-208,3,9
24 Jun 2025,,Seattle Mariners,Minnesota Twins,-110,-110,6,5
24 Jun 2025,,Atlanta Braves,New York Mets,-143,+120,7,4
24 Jun 2025,,New York Yankees,Cincinnati Reds,-167,+140,4,5
24 Jun 2025,,Athletics,Detroit Tigers,+260,-333,4,11
24 Jun 2025,,Toronto Blue Jays,Cleveland Guardians,-139,+114,10,6
24 Jun 2025,,Texas Rangers,Baltimore Orioles,+100,-120,6,5
23 Jun 2025,,Washington Nationals,San Diego Padres,+154,-189,10,6
23 Jun 2025,,Boston Red Sox,Los Angeles Angels,-118,-102,5,9
23 Jun 2025,,Chicago Cubs,St.Louis Cardinals,-115,-105,2,8
23 Jun 2025,,Arizona Diamondbacks,Chicago White Sox,-143,+120,10,0
23 Jun 2025,,Pittsburgh Pirates,Milwaukee Brewers,+140,-167,5,4
23 Jun 2025,,Seattle Mariners,Minnesota Twins,-130,+110,11,2
23 Jun 2025,,Atlanta Braves,New York Mets,-149,+125,3,2
23 Jun 2025,,New York Yankees,Cincinnati Reds,-125,+104,1,6
23 Jun 2025,,Texas Rangers,Baltimore Orioles,+110,-130,0,6
22 Jun 2025,,New York Mets,Philadelphia Phillies,+100,-120,1,7
22 Jun 2025,,Kansas City Royals,San Diego Padres,+100,-120,2,3
22 Jun 2025,,Washington Nationals,Los Angeles Dodgers,+200,-250,7,13
22 Jun 2025,,Houston Astros,Los Angeles Angels,-110,-110,8,7
22 Jun 2025,,Cleveland Guardians,Athletics,-115,-105,3,0
22 Jun 2025,,Boston Red Sox,San Francisco Giants,+135,-167,5,9
22 Jun 2025,,Arizona Diamondbacks,Colorado Rockies,-189,+154,2,4
22 Jun 2025,,Seattle Mariners,Chicago Cubs,-125,+104,14,6
22 Jun 2025,,Cincinnati Reds,St.Louis Cardinals,-115,-105,4,1
22 Jun 2025,,Milwaukee Brewers,Minnesota Twins,+114,-137,9,8
22 Jun 2025,,Atlanta Braves,Miami Marlins,-149,+125,3,5
22 Jun 2025,,Chicago White Sox,Toronto Blue Jays,+170,-208,4,2
22 Jun 2025,,Texas Rangers,Pittsburgh Pirates,-102,-118,3,8
22 Jun 2025,,Detroit Tigers,Tampa Bay Rays,-110,-110,9,3
22 Jun 2025,,Baltimore Orioles,New York Yankees,+179,-222,2,4
21 Jun 2025,,Washington Nationals,Los Angeles Dodgers,+225,-278,7,3
21 Jun 2025,,Cleveland Guardians,Athletics,-137,+114,4,2
21 Jun 2025,,Houston Astros,Los Angeles Angels,+104,-125,1,9
21 Jun 2025,,Arizona Diamondbacks,Colorado Rockies,-200,+165,5,3
21 Jun 2025,,Kansas City Royals,San Diego Padres,+129,-154,1,5
21 Jun 2025,,New York Mets,Philadelphia Phillies,-120,+100,11,4
21 Jun 2025,,Atlanta Braves,Miami Marlins,-167,+140,7,0
21 Jun 2025,,Boston Red Sox,San Francisco Giants,+104,-125,2,3
21 Jun 2025,,Texas Rangers,Pittsburgh Pirates,-110,-110,3,2
21 Jun 2025,,Chicago White Sox,Toronto Blue Jays,+170,-208,1,7
21 Jun 2025,,Seattle Mariners,Chicago Cubs,+145,-175,7,10
21 Jun 2025,,Cincinnati Reds,St.Louis Cardinals,+165,-200,5,6
21 Jun 2025,,Milwaukee Brewers,Minnesota Twins,+114,-137,9,0
21 Jun 2025,,Baltimore Orioles,New York Yankees,+145,-175,0,9
21 Jun 2025,,Detroit Tigers,Tampa Bay Rays,+114,-139,3,8
20 Jun 2025,,Boston Red Sox,San Francisco Giants,+110,-130,7,5
20 Jun 2025,,Washington Nationals,Los Angeles Dodgers,+154,-189,5,6
20 Jun 2025,,Cleveland Guardians,Athletics,-120,+100,1,5
20 Jun 2025,,Kansas City Royals,San Diego Padres,+140,-167,6,5
20 Jun 2025,,Houston Astros,Los Angeles Angels,-169,+140,3,2
20 Jun 2025,,Arizona Diamondbacks,Colorado Rockies,-167,+140,14,8
20 Jun 2025,,Milwaukee Brewers,Minnesota Twins,+129,-154,17,6
20 Jun 2025,,Cincinnati Reds,St.Louis Cardinals,+120,-141,1,6
20 Jun 2025,,New York Mets,Philadelphia Phillies,+165,-200,2,10
20 Jun 2025,,Atlanta Braves,Miami Marlins,-161,+135,2,6
20 Jun 2025,,Chicago White Sox,Toronto Blue Jays,+165,-200,7,1
20 Jun 2025,,Baltimore Orioles,New York Yankees,+260,-333,5,3
20 Jun 2025,,Detroit Tigers,Tampa Bay Rays,-110,-110,8,14
20 Jun 2025,,Texas Rangers,Pittsburgh Pirates,-189,+154,6,2
20 Jun 2025,,Seattle Mariners,Chicago Cubs,+120,-143,9,4
19 Jun 2025,,San Diego Padres,Los Angeles Dodgers,+220,-278,5,3
19 Jun 2025,,Houston Astros,Athletics,-149,+125,4,6
19 Jun 2025,,Baltimore Orioles,Tampa Bay Rays,+120,-141,4,1
19 Jun 2025,,New York Mets,Atlanta Braves,+114,-137,1,7
19 Jun 2025,,Philadelphia Phillies,Miami Marlins,-141,+120,2,1
19 Jun 2025,,Pittsburgh Pirates,Detroit Tigers,,,8,4
19 Jun 2025,,St.Louis Cardinals,Chicago White Sox,,,8,6
19 Jun 2025,,Cleveland Guardians,San Francisco Giants,+150,-182,1,2
19 Jun 2025,,Arizona Diamondbacks,Toronto Blue Jays,+140,-167,9,5
19 Jun 2025,,Kansas City Royals,Texas Rangers,+104,-125,4,1
19 Jun 2025,,Milwaukee Brewers,Chicago Cubs,+104,-125,8,7
19 Jun 2025,,St.Louis Cardinals,Chicago White Sox,-137,+114,5,4
19 Jun 2025,,Pittsburgh Pirates,Detroit Tigers,-137,+114,2,9
19 Jun 2025,,Colorado Rockies,Washington Nationals,+145,-175,3,4
19 Jun 2025,,Los Angeles Angels,New York Yankees,+225,-286,3,7
19 Jun 2025,,Minnesota Twins,Cincinnati Reds,-102,-118,12,5
18 Jun 2025,,San Diego Padres,Los Angeles Dodgers,+165,-200,3,4
18 Jun 2025,,Houston Astros,Athletics,-182,+150,11,4
18 Jun 2025,,Cleveland Guardians,San Francisco Giants,+125,-149,4,2
18 Jun 2025,,Kansas City Royals,Texas Rangers,-137,+114,6,3
18 Jun 2025,,Baltimore Orioles,Tampa Bay Rays,+100,-120,8,12
18 Jun 2025,,New York Mets,Atlanta Braves,+165,-200,0,5
18 Jun 2025,,Minnesota Twins,Cincinnati Reds,+114,-137,2,4
18 Jun 2025,,Arizona Diamondbacks,Toronto Blue Jays,-110,-110,1,8
18 Jun 2025,,Los Angeles Angels,New York Yankees,+220,-278,3,2
18 Jun 2025,,Colorado Rockies,Washington Nationals,+129,-154,3,1
18 Jun 2025,,Philadelphia Phillies,Miami Marlins,-182,+150,4,2
18 Jun 2025,,Boston Red Sox,Seattle Mariners,-120,+100,3,1
17 Jun 2025,,San Diego Padres,Los Angeles Dodgers,+179,-222,6,8
17 Jun 2025,,Houston Astros,Athletics,-125,+104,13,3
17 Jun 2025,,Cleveland Guardians,San Francisco Giants,+125,-149,3,2
17 Jun 2025,,Boston Red Sox,Seattle Mariners,+140,-169,0,8
17 Jun 2025,,Milwaukee Brewers,Chicago Cubs,+135,-161,3,5
17 Jun 2025,,Kansas City Royals,Texas Rangers,+110,-130,6,1
17 Jun 2025,,St.Louis Cardinals,Chicago White Sox,-137,+114,12,2
17 Jun 2025,,Baltimore Orioles,Tampa Bay Rays,-110,-110,5,1
17 Jun 2025,,New York Mets,Atlanta Braves,+120,-143,4,5
17 Jun 2025,,Minnesota Twins,Cincinnati Reds,+104,-125,5,6
17 Jun 2025,,Arizona Diamondbacks,Toronto Blue Jays,+100,-120,4,5
17 Jun 2025,,Los Angeles Angels,New York Yankees,+200,-250,4,0
17 Jun 2025,,Colorado Rockies,Washington Nationals,+165,-200,10,6
17 Jun 2025,,Pittsburgh Pirates,Detroit Tigers,+165,-200,3,7
17 Jun 2025,,Philadelphia Phillies,Miami Marlins,-175,+145,3,8
16 Jun 2025,,San Diego Padres,Los Angeles Dodgers,+150,-182,3,6
16 Jun 2025,,Houston Astros,Athletics,-110,-110,1,3
16 Jun 2025,,Boston Red Sox,Seattle Mariners,+145,-175,2,0
16 Jun 2025,,Baltimore Orioles,Tampa Bay Rays,-110,-110,1,7
16 Jun 2025,,Los Angeles Angels,New York Yankees,+154,-189,1,0
16 Jun 2025,,Colorado Rockies,Washington Nationals,+145,-175,6,4
16 Jun 2025,,Philadelphia Phillies,Miami Marlins,-115,-105,5,2
15 Jun 2025,,San Francisco Giants,Los Angeles Dodgers,+154,-189,4,5
15 Jun 2025,,San Diego Padres,Arizona Diamondbacks,+114,-137,8,2
15 Jun 2025,,Cleveland Guardians,Seattle Mariners,+100,-120,0,6
15 Jun 2025,,Chicago White Sox,Texas Rangers,+140,-169,1,2
15 Jun 2025,,Pittsburgh Pirates,Chicago Cubs,+125,-149,2,3
15 Jun 2025,,Athletics,Kansas City Royals,+125,-149,3,2
15 Jun 2025,,Minnesota Twins,Houston Astros,+100,-120,1,2
15 Jun 2025,,St.Louis Cardinals,Milwaukee Brewers,+114,-137,2,3
15 Jun 2025,,Tampa Bay Rays,New York Mets,+129,-154,9,0
15 Jun 2025,,Colorado Rockies,Atlanta Braves,+280,-357,10,1
15 Jun 2025,,Los Angeles Angels,Baltimore Orioles,-110,-110,2,11
15 Jun 2025,,New York Yankees,Boston Red Sox,-189,+154,0,2
15 Jun 2025,,Miami Marlins,Washington Nationals,+140,-169,3,1
15 Jun 2025,,Toronto Blue Jays,Philadelphia Phillies,+145,-175,4,11
15 Jun 2025,,Cincinnati Reds,Detroit Tigers,+150,-182,8,4
14 Jun 2025,,San Francisco Giants,Los Angeles Dodgers,+150,-182,5,11
14 Jun 2025,,Cleveland Guardians,Seattle Mariners,+120,-143,3,4
14 Jun 2025,,San Diego Padres,Arizona Diamondbacks,+145,-175,7,8
14 Jun 2025,,New York Yankees,Boston Red Sox,-175,+145,3,4
14 Jun 2025,,Athletics,Kansas City Royals,+135,-161,4,0
14 Jun 2025,,Colorado Rockies,Atlanta Braves,+280,-357,1,4
14 Jun 2025,,Minnesota Twins,Houston Astros,-120,+100,2,3
14 Jun 2025,,St.Louis Cardinals,Milwaukee Brewers,+104,-125,8,5
14 Jun 2025,,Tampa Bay Rays,New York Mets,+125,-149,8,4
14 Jun 2025,,Los Angeles Angels,Baltimore Orioles,+135,-161,5,6
14 Jun 2025,,Chicago White Sox,Texas Rangers,+240,-303,4,5
14 Jun 2025,,Toronto Blue Jays,Philadelphia Phillies,+140,-167,2,3
14 Jun 2025,,Pittsburgh Pirates,Chicago Cubs,+200,-250,1,2
14 Jun 2025,,Cincinnati Reds,Detroit Tigers,+160,-189,11,1
14 Jun 2025,,Miami Marlins,Washington Nationals,+110,-130,4,3
13 Jun 2025,,Cleveland Guardians,Seattle Mariners,-110,-110,2,7
13 Jun 2025,,San Francisco Giants,Los Angeles Dodgers,+165,-200,6,2
13 Jun 2025,,San Diego Padres,Arizona Diamondbacks,+120,-141,1,5
13 Jun 2025,,Athletics,Kansas City Royals,+140,-167,6,4
13 Jun 2025,,Minnesota Twins,Houston Astros,-115,-105,3,10
13 Jun 2025,,St.Louis Cardinals,Milwaukee Brewers,+135,-161,2,3
13 Jun 2025,,Chicago White Sox,Texas Rangers,+145,-175,1,3
13 Jun 2025,,Colorado Rockies,Atlanta Braves,+300,-385,4,12
13 Jun 2025,,New York Yankees,Boston Red Sox,+120,-141,1,2
